source_uid,station_id,source_name,descriptionDataset,data_repository_ftp,wmo_id,station_name,lat,lon,elev, fips_code,country,continent,station_data_policy,station_data_type,data_update_status,station_metadata_link,timestep,ver,obs_freq,obs_time_GMT,Wind_speed _start_date,Wind_speed _end_date,Wind_speed _start_year,Wind_speed _end_year,Wind_direction_start_year,Wind_direction_end_year,Sea_Level_Pressure _start_year,Sea_Level_Pressure_end_year
1000220,2907,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-2907,KALAJOKIULKOKALLA,64.333333,23.45,5,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1901,05/02/2017,1901,2017,01/01/1901,05/02/2017,01/01/1901,05/02/2017
1000220,2950,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-2950,PARAINENFAGERHOLM,60.116666,21.7,4.5,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1901,05/02/2017,1901,2017,01/01/1901,05/02/2017,01/01/1901,05/02/2017
1000220,2960,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-2960,RAIJALA,61.183,22.617,51,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1901,31/12/1905,1901,1905,01/01/1901,31/12/1905,01/01/1901,31/12/1905
1000220,2981,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-2981,PARAINENUTO,59.77909,21.37479,6.8,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1901,05/02/2017,1901,2017,01/01/1901,05/02/2017,01/01/1901,05/02/2017
1000220,22707,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-22707,VYARTSILYA,63.44,48.9,102,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1901,14/08/2001,1901,2001,01/01/1901,14/08/2001,01/01/1901,14/08/2001
1000223,EFTU    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,TURKU,60.514142,22.262808,49.07,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1901,05/02/2017,1901,2017,367,42771,01/01/1901,09/12/2010
1000220,2982,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-2982,HANKORUSSARO,59.77361,22.95194,6.5,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1906,05/02/2017,1906,2017,01/01/1906,05/02/2017,01/01/1906,05/02/2017
1000220,22892,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-22892,VYBORG,60.716666,28.733333,13,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1906,05/02/2017,1906,2017,01/01/1906,05/02/2017,01/01/1906,05/02/2017
1000223,EFKU    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,KUOPIO,63.00715,27.797756,98.45,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1906,05/02/2017,1906,2017,2194,42771,01/01/1906,05/02/2017
1000223,EFOU    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,OULU,64.930061,25.354564,14.32,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1906,05/02/2017,1906,2017,2193,42771,01/01/1906,09/12/2010
1000223,EFTP    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,TAMPEREPIRKKALA,61.414147,23.604392,118.87,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1906,05/02/2017,1906,2017,2193,42771,01/01/1906,05/02/2017
1000220,2806,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-2806,KAAMANEN,69.1,27.217,149,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1908,31/12/1915,1908,1915,01/01/1908,31/12/1915,01/01/1908,31/12/1915
1000223,EFKS    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,KUUSAMO,65.987575,29.239381,263.95,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1909,05/02/2017,1909,2017,3289,42771,01/01/1909,05/02/2017
1000223,BIGR    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,GRIMSEYISLAND,66.533333,-18.01666,16,,,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1913,10/01/2016,1913,2016,4750,42379,01/01/1913,30/11/2000
1000223,EFKI    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,KAJAANI,64.285472,27.692414,147.21,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1916,05/02/2017,1916,2017,5845,42771,01/01/1916,05/02/2017
1000220,22802,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-22802,SORTAVALA,61.716666,30.716666,19,RU,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1917,05/02/2017,1917,2017,01/01/1917,05/02/2017,01/01/1917,05/02/2017
1000223,EFHF    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,HELSINKIMALMI,60.254558,25.042828,17.37,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1917,05/02/2017,1917,2017,6211,42771,01/01/1917,30/12/1941
1000223,EFJY    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,JYVASKYLA,62.399453,25.678253,139.9,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1917,05/02/2017,1917,2017,6211,42771,01/01/1917,05/02/2017
1000223,EFMA    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,MARIEHAMN,60.122203,19.898156,5.18,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1917,05/02/2017,1917,2017,6211,42771,01/01/1917,05/02/2017
1000223,EFSO    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,SODANKYLA,67.36663,26.62901,183.48,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1917,05/02/2017,1917,2017,6211,42771,01/01/1917,05/02/2017
1000223,EFVA    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,VAASA,63.05065,21.762175,5.79,FI,Finland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1917,05/02/2017,1917,2017,6211,42771,01/01/1917,09/12/2010
1000220,3953,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-3953,VALENTIAOBSERVATORY,51.933333,-10.25,30,IE,Ireland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,02/01/1926,05/02/2017,1926,2017,02/01/1926,05/02/2017,02/01/1926,05/02/2017
1000220,3980,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-3980,MALINHEAD,55.37,-7.33,25,IE,Ireland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/07/1926,05/02/2017,1926,2017,01/07/1926,05/02/2017,17/07/1926,05/02/2017
1000220,10427,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-10427,MISSING,51.183,8.483,  NA,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/05/1926,24/03/1993,1926,1993,01/05/1926,24/03/1993,05/04/1930,27/01/1993
1000220,10453,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-10453,MISSING,51.8,10.617,  NA,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/08/1926,24/03/1993,1926,1993,26/11/1928,24/03/1993,01/09/1930,10/02/1993
1000220,10635,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-10635,MISSING,50.21,8.45,  NA,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/05/1926,24/03/1993,1926,1993,10/12/1929,24/03/1993,01/05/1930,22/02/1993
1000220,10865,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-10865,MISSING,48.133,11.55,  NA,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1926,24/03/1993,1926,1993,04/01/1926,24/03/1993,01/01/1926,24/03/1993
1000221,34971,Air Force Weather Agency_AFWA_USAF,AFWA_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,NA,GORLESTON,52.567,1.733,3,UK,United Kingdom,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1926,31/10/1981,1926,1981,01/01/1926,31/10/1981,01/01/1926,14/08/1981
1000221,32620,Air Force Weather Agency_AFWA_USAF,AFWA_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,NA,TYNEMOUTH,55.017,-1.417,30,UK,United Kingdom,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1926,11/01/2005,1926,2005,01/01/1926,11/01/2005,01/01/1926,28/09/2004
1000223,EDDF    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,FRANKFURTMAIN,50.026421,8.543125,110.94,GM,Germany,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1926,05/02/2017,1926,2017,10015,42771,01/01/1926,30/01/1999
1000223,EDDV    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,HANNOVER,52.461056,9.685078,55.77,GM,Germany,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1926,05/02/2017,1926,2017,9523,42771,01/01/1926,30/01/1999
1000223,EGHE    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,SCILLY/SAINTMARY'S,49.916666,-6.3,31,UK,United Kingdom,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1926,05/02/2017,1926,2017,9498,42771,01/01/1926,05/02/2017
1000223,EGOV    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,VALLEY,53.25238,-4.53524,11.27,UK,United Kingdom,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,06/06/1926,05/02/2017,1926,2017,9654,42771,06/06/1926,05/02/2017
1000223,EGPD    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,DYCE,57.201944,-2.197778,65.53,UK,United Kingdom,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,02/06/1926,05/02/2017,1926,2017,9650,42771,02/06/1926,05/02/2017
1000223,LFOI    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,ABBEVILLE,50.133333,1.8333333,67.05,FR,France,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,04/10/1926,05/02/2017,1926,2017,9774,42771,04/10/1926,05/02/2017
1000223,LFSN    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,ESSEY,48.692069,6.230458,228.9,FR,France,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,04/04/1926,05/02/2017,1926,2017,9591,42771,04/04/1926,05/02/2017
1000220,10419,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-10419,MISSING,51.2,7.633,  NA,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,06/09/1927,06/03/2003,1927,2003,02/03/1930,06/03/2003,06/09/1927,13/01/2003
1000220,10449,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-10449,MISSING,51.4,10.317,  NA,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,10/05/1927,24/03/1993,1927,1993,01/10/1927,24/03/1993,10/05/1927,24/03/1993
1000220,1106,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-1106,ROESTIII,67.517,12.1,2,NO,Norway,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1928,04/12/2008,1928,2008,01/01/1928,04/12/2008,01/01/1928,04/12/2008
1000220,1262,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-1262,NORDOYANFYR,64.8,10.55,33,NO,Norway,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,02/01/1928,05/02/2017,1928,2017,02/01/1928,05/02/2017,02/01/1928,18/07/1999
1000220,1403,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-1403,UTSIRAFYR,59.3,4.8666666,56.3,NO,Norway,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,02/01/1928,05/02/2017,1928,2017,02/01/1928,05/02/2017,03/01/1928,05/02/2017
1000220,1427,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-1427,LISTAFYR,58.116666,6.5666666,14,NO,Norway,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1928,05/02/2017,1928,2017,01/01/1928,05/02/2017,01/01/1928,05/02/2017
1000220,6041,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-6041,SKAGEN,57.733333,10.633333,5,DK,Denmark,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1928,05/02/2017,1928,2017,01/01/1928,05/02/2017,01/01/1928,05/02/2017
1000220,6081,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-6081,BLAAVANDSHUK,55.55,8.0833333,18,DK,Denmark,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,03/01/1928,05/02/2017,1928,2017,03/01/1928,05/02/2017,03/01/1928,05/02/2017
1000220,6310,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-6310,VLISSINGEN,51.45,3.6,10,NL,Netherlands,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,02/01/1928,05/02/2017,1928,2017,02/01/1928,05/02/2017,02/01/1928,05/02/2017
1000220,10440,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-10440,MISSING,51.2,10.033,  NA,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,18/10/1928,31/12/1943,1928,1943,12/05/1930,31/12/1943,20/12/1934,31/12/1943
1000220,10501,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-10501,MISSING,50.783,6.1,  NA,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1928,24/03/1993,1928,1993,04/01/1928,24/03/1993,01/01/1928,24/03/1993
1000220,10548,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-10548,MISSING,50.567,10.383,  NA,NA,NA,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,05/03/1928,24/03/1993,1928,1993,09/02/1930,24/03/1993,04/03/1936,24/03/1993
1000220,12205,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-12205,SZCZECIN,53.4,14.616666,7,PL,Poland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1928,05/02/2017,1928,2017,01/01/1928,05/02/2017,01/01/1928,05/02/2017
1000221,264471,Air Force Weather Agency_AFWA_USAF,AFWA_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,NA,KARSAVA,56.783,27.733,120,RS,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,02/01/1928,31/12/1938,1928,1938,02/01/1928,31/12/1938,02/01/1928,31/12/1938
1000221,162400,Air Force Weather Agency_AFWA_USAF,AFWA_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,NA,ROME,41.9,12.483,95,,Rome,Italy,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1928,26/08/2004,1928,2004,01/01/1928,26/08/2004,01/01/1928,26/08/2004
1000221,100021,Air Force Weather Agency_AFWA_USAF,AFWA_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,NA,BORKUMRIFF(LGT-VSL,53.783,6.367,6,,,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1928,16/12/1989,1928,1989,01/01/1928,16/12/1989,01/01/1928,16/12/1989
1000221,95491,Air Force Weather Agency_AFWA_USAF,AFWA_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,NA,GROSSERINSELSBERG,50.85,10.467,944,,,,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,02/07/1928,31/08/1978,1928,1978,08/06/1930,31/08/1978,08/06/1930,31/01/1943
1000223,EDDH    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,HAMBURG,53.630389,9.988228,16.15,GM,Germany,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/04/1928,05/02/2017,1928,2017,10319,42771,01/04/1928,30/01/1999
1000223,EPWA    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,OKECIE,52.16575,20.967122,110.33,PL,Poland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,02/01/1928,05/02/2017,1928,2017,10229,42771,02/01/1928,05/02/2017
1000223,EPWR    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,STRACHOWICE,51.102683,16.885836,123.13,PL,Poland,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1928,05/02/2017,1928,2017,10228,42771,01/01/1928,05/02/2017
1000223,ETSL    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,LECHFELD,48.1855,10.861167,555.34,GM,Germany,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,14/11/1928,05/02/2017,1928,2017,12602,42771,14/11/1928,28/05/2013
1000223,EVRA    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,RIGAINTL,56.923611,23.971111,10.36,LG,Latvia,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,02/01/1928,05/02/2017,1928,2017,10229,42771,02/01/1928,05/02/2017
1000223,LFPB    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,LEBOURGET,48.969444,2.441389,66.44,FR,France,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,04/01/1928,05/02/2017,1928,2017,10231,42771,04/01/1928,05/02/2017
1000223,LIMJ    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,GENOVASESTRI,44.411953,8.841875,3.96,IT,Italy,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1928,05/02/2017,1928,2017,10228,42771,01/01/1928,05/02/2017
1000223,LWSK    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,SKOPJE,41.961622,21.621381,238.04,MK,The Former Yugoslav Republic of Macedonia,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,06/01/1928,05/02/2017,1928,2017,10276,42771,06/01/1928,05/02/2017
1000223,UKLL    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,LVIVINTL,49.8125,23.956111,326.44,UP,Ukraine,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,02/01/1928,05/02/2017,1928,2017,10229,42771,02/01/1928,05/02/2017
1000223,UMKK    , International_Civil_Aviation_Organisation_USAF,ICAO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,,KHRABROVO,54.89005,20.592633,13.1,RS,Russian Federation,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/01/1928,05/02/2017,1928,2017,10228,42771,01/01/1928,05/02/2017
1000220,2361,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-2361,HARNOSAND,62.633,17.95,8,SW,Sweden,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/08/1929,10/09/2004,1929,2004,01/08/1929,19/05/2004,01/08/1929,10/09/2004
1000220,3005,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-3005,LERWICK,60.13946,-1.18299,84,UK,United Kingdom,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/10/1929,05/02/2017,1929,2017,01/10/1929,05/02/2017,01/10/1929,05/02/2017
1000220,3053,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-3053,NAIRN,57.6,-3.867,52,UK,United Kingdom,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/10/1929,31/12/1930,1929,1930,01/10/1929,30/12/1930,01/10/1929,31/12/1930
1000220,3159,World_Meterological_Organisation_WMO_WIGOS_USAF,WMO_USAF_Sub_Daily_data_Global,hard disk from USAF via NOAA_NCEI,0-20000-0-3159,INCHKEITH,56.033,-3.133,58,UK,United Kingdom,Europe,WMO Resolution 40,raw,NA,NA,sbdy ,NA,"hourly, 3hourly,6hourly,12hourly",NA,01/10/1929,31/05/1938,1929,1938,01/10/1929,31/05/1938,01/10/1929,31/05/1938
